Car ID,Brand,Year,Engine Size,Fuel Type,Transmission,Mileage,Condition,Price,Model
5869,LEXUS,2016,3.5,Petrol,Automatic,37194,Jeep,11917,RX 350
5870,HONDA,2008,1.5,Petrol,Automatic,91522,Hatchback,11920,FIT RS
5871,SUBARU,2000,2.0,CNG,Automatic,102737,Jeep,6899,Forester
5872,HYUNDAI,2008,1.6,Petrol,Automatic,38734,Hatchback,9314,I30
5873,DAEWOO,2009,1.6,Petrol,Automatic,69769,Sedan,5488,Lacetti
5874,FIAT,2012,1.4,Petrol,Automatic,67497,Jeep,3450,500
5875,TOYOTA,2012,2.5,Petrol,Tiptronic,46603,Sedan,30420,Camry sport
5876,VOLKSWAGEN,2013,2.5,Petrol,Automatic,105791,Sedan,1176,Passat
5877,TOYOTA,2014,2.5,Petrol,Tiptronic,67108,Sedan,24462,Camry
5878,FORD,2001,3.0,Petrol,Automatic,109007,Jeep,9408,Escape
5879,TOYOTA,2013,2.5,Petrol,Automatic,55923,Sedan,17562,Camry
5880,BMW,2003,2.5,Petrol,Tiptronic,15534,Sedan,12544,525
5881,DODGE,2012,3.6,Petrol,Automatic,123640,Sedan,2195,Avenger
5882,FIAT,2012,1.4,Petrol,Manual,68351,Hatchback,10506,500 s
5883,MERCEDES-BENZ,2014,3.5,Petrol,Tiptronic,73135,Sedan,48610,E 350
5884,HYUNDAI,2014,1.6,Diesel,Automatic,91942,Sedan,25889,Elantra
5885,MITSUBISHI,1998,2.4,Petrol,Automatic,133222,Cabriolet,4704,Eclipse
5886,DAIHATSU,2012,0.7,Petrol,Automatic,44117,Hatchback,5959,Move
5887,TOYOTA,2008,1.5,Hybrid,Variator,131731,Hatchback,13485,Prius
5888,FORD,2008,2.0,LPG,Automatic,64001,Universal,9400,Transit
5889,SSANGYONG,2010,2.0,Diesel,Automatic,77674,Jeep,16894,Actyon
5890,HYUNDAI,2016,1.6,LPG,Automatic,30489,Sedan,17227,Elantra
5891,VAZ,1999,1.7,Petrol,Manual,6214,Jeep,3300,2121 (Niva)
5892,BMW,2001,2.0,Petrol,Automatic,101905,Coupe,10036,320
5893,HONDA,2011,1.3,Hybrid,Automatic,98177,Hatchback,6115,FIT
5894,NISSAN,2012,1.6,Petrol,Automatic,52195,Universal,22580,Juke
5895,HYUNDAI,2011,1.6,Diesel,Automatic,43844,Sedan,11143,Accent
5896,BMW,2008,3.0,Petrol,Tiptronic,173984,Sedan,17876,528
5897,SSANGYONG,2016,1.6,Diesel,Automatic,36783,Jeep,43576,Actyon
5898,HYUNDAI,2009,1.6,Petrol,Automatic,82771,Sedan,11422,Elantra
5899,HYUNDAI,2014,2.5,Diesel,Automatic,60279,Minivan,34108,H1
5900,BMW,2014,2.0,Petrol,Tiptronic,33554,Sedan,37006,328
5901,MERCEDES-BENZ,2004,1.8,Petrol,Manual,122818,Sedan,10820,C 230 kompresor
5902,VAZ,2010,1.7,Petrol,Manual,39829,Sedan,3600,2107
5903,HYUNDAI,2016,2.0,LPG,Automatic,181960,Sedan,11290,Sonata
5904,CHEVROLET,2012,1.4,Hybrid,Automatic,62137,Sedan,16621,Volt
5905,MERCEDES-BENZ,2012,3.0,Diesel,Automatic,137517,Jeep,2430,ML 350
5906,CHEVROLET,2012,1.8,Petrol,Automatic,101323,Sedan,12720,Cruze
5907,FORD,1996,2.5,Diesel,Manual,76429,Microbus,23521,Transit
5908,NISSAN,2004,2.2,Diesel,Manual,186411,Goods wagon,7840,Vanette
5909,TOYOTA,2007,2.4,Hybrid,Tiptronic,229659,Sedan,9095,Camry
5910,HYUNDAI,2010,1.6,Petrol,Automatic,71786,Sedan,15718,Elantra
5911,BMW,2011,3.0,Diesel,Automatic,132473,Jeep,6272,X5
5912,JEEP,2011,3.0,Diesel,Automatic,82179,Jeep,43134,Grand Cherokee
5913,HYUNDAI,2011,1.6,Petrol,Automatic,101714,Sedan,18531,Elantra
5914,HYUNDAI,2015,1.6,Diesel,Automatic,105633,Hatchback,21395,I30
5915,CHEVROLET,2012,2.0,Diesel,Automatic,97432,Jeep,16894,Orlando
5916,TOYOTA,2014,2.5,Hybrid,Automatic,68225,Sedan,5488,Camry
5917,TOYOTA,2012,1.5,Hybrid,Variator,1243,Hatchback,15994,Prius C
5918,FORD,2007,2.5,Diesel,Manual,124274,Microbus,21953,Transit
5919,FORD,2015,2.0,Petrol,Automatic,41132,Sedan,19757,Fusion TITANIUM
5920,FORD,2013,2.0,Hybrid,Automatic,45271,Hatchback,15837,C-MAX PREMIUM
5921,HYUNDAI,2011,1.6,Petrol,Automatic,48146,Sedan,19089,Elantra
5922,SSANGYONG,2010,2.0,Diesel,Automatic,51837,Jeep,8778,Actyon
5923,HONDA,2014,2.4,Petrol,Tiptronic,89477,Jeep,39201,Cr-v
5924,TOYOTA,2008,1.3,Petrol,Automatic,87613,Sedan,9600,Vitz
5925,HYUNDAI,2014,2.0,Diesel,Automatic,80733,Jeep,35344,Santa FE
5926,LEXUS,2011,3.5,Petrol,Automatic,33223,Sedan,21639,ES 300
5927,HYUNDAI,2013,2.0,Diesel,Automatic,121559,Jeep,32377,Santa FE
5928,HYUNDAI,2012,2.0,Diesel,Automatic,86371,Jeep,20786,Tucson
5929,MERCEDES-BENZ,2010,3.5,Petrol,Automatic,127983,Sedan,1646,E 350
5930,TOYOTA,2014,1.8,Hybrid,Automatic,22991,Sedan,22894,Prius
5931,MERCEDES-BENZ,2012,3.5,Petrol,Tiptronic,118060,Sedan,41397,E 350
5932,TOYOTA,2014,1.5,Petrol,Automatic,76429,Hatchback,12607,Aqua
5933,TOYOTA,2017,1.8,Hybrid,Automatic,29622,Sedan,1882,Prius
5934,HONDA,2008,1.5,Petrol,Tiptronic,124274,Hatchback,12074,FIT
5935,HYUNDAI,2016,1.6,Petrol,Manual,26098,Coupe,12231,Veloster
5936,HYUNDAI,2011,1.6,Petrol,Automatic,46967,Sedan,12617,Elantra
5937,MERCEDES-BENZ,1998,2.0,CNG,Manual,111849,Sedan,7840,E 200
5938,TOYOTA,2010,1.8,Hybrid,Variator,87613,Sedan,17876,Prius
5939,HONDA,2006,2.4,Petrol,Automatic,115446,Minivan,17249,Elysion
5940,OPEL,2009,1.3,Diesel,Manual,130488,Goods wagon,8781,Corsa
5941,HYUNDAI,2014,2.0,Diesel,Automatic,91555,Jeep,38894,Santa FE
5942,SUBARU,2001,2.0,Petrol,Tiptronic,69594,Sedan,7840,Legacy
5943,HYUNDAI,2016,1.6,LPG,Automatic,17605,Sedan,18503,Elantra
5944,OPEL,1998,1.6,Petrol,Automatic,13049,Sedan,6272,Vectra
5945,MAZDA,2003,3.0,Petrol,Tiptronic,136702,Sedan,8154,Mazda 6
5946,MERCEDES-BENZ,2011,3.5,Diesel,Automatic,82412,Sedan,1725,E 350
5947,LEXUS,2015,1.8,Hybrid,Automatic,58999,Hatchback,16935,CT 200h
5948,VOLKSWAGEN,2002,1.4,Petrol,Manual,124274,Coupe,5018,Golf
5949,CHEVROLET,2010,1.8,Petrol,Tiptronic,74565,Sedan,11917,Cruze
5950,SSANGYONG,2017,1.6,Diesel,Automatic,41632,Jeep,44134,Actyon
5951,HONDA,1998,2.0,Petrol,Automatic,175288,Jeep,6899,Cr-v
5952,SSANGYONG,2018,1.6,Diesel,Automatic,46119,Jeep,42171,Actyon
5953,FORD,2008,1.8,Diesel,Manual,75186,Goods wagon,9408,Tourneo Connect
5954,FORD,2006,2.2,Diesel,Manual,106441,Microbus,10349,Transit
5955,TOYOTA,2013,2.4,Hybrid,Automatic,78541,Sedan,28225,Camry
5956,AUDI,2010,3.2,Petrol,Tiptronic,113096,Jeep,32302,Q5 Prestige
5957,VOLKSWAGEN,2010,2.0,Petrol,Manual,6214,Hatchback,15681,GTI
5958,SUBARU,2014,2.0,Hybrid,Automatic,76722,Jeep,2587,XV
5959,SUBARU,2000,2.5,CNG,Automatic,166030,Universal,4704,Forester
5960,HYUNDAI,2017,1.7,Diesel,Automatic,37684,Jeep,47537,Tucson
5961,TOYOTA,2012,1.5,Hybrid,Automatic,89477,Hatchback,14740,Aqua
5962,HYUNDAI,2010,1.6,Petrol,Automatic,62280,Sedan,18240,Elantra
5963,VOLKSWAGEN,2011,2.0,Diesel,Tiptronic,93827,Hatchback,19444,Golf TDI
5964,HYUNDAI,2011,1.6,Petrol,Automatic,76797,Sedan,19121,Elantra
5965,BMW,2014,2.0,Petrol,Tiptronic,58999,Coupe,36692,428
5966,HYUNDAI,2013,2.4,Petrol,Automatic,90452,Sedan,1411,Sonata
5967,TOYOTA,2012,1.5,Hybrid,Variator,81524,Hatchback,16308,Prius C
5968,HYUNDAI,2012,2.0,Petrol,Automatic,73721,Sedan,21181,Sonata
5969,SAAB,2003,2.2,Diesel,Manual,124274,Sedan,7840,09-Mar
5970,HYUNDAI,2015,2.0,LPG,Automatic,89180,Sedan,15060,Sonata
5971,TOYOTA,2013,2.5,Petrol,Tiptronic,58409,Jeep,20385,RAV 4
5972,FORD,2014,2.0,Plug-in Hybrid,Variator,42688,Sedan,27000,Fusion
5973,TOYOTA,2006,1.5,Hybrid,Automatic,205760,Sedan,11604,Prius
5974,HONDA,2003,1.3,Petrol,Variator,97555,Hatchback,7840,FIT
5975,HYUNDAI,2017,2.0,Petrol,Automatic,23612,Sedan,15681,Elantra
5976,CHEVROLET,2007,2.0,Diesel,Automatic,37456,Jeep,6241,Captiva
5977,TOYOTA,2014,3.5,Hybrid,Automatic,103496,Sedan,39201,Highlander
5978,HYUNDAI,2016,2.0,LPG,Automatic,158817,Sedan,15681,Sonata
5979,MERCEDES-BENZ,2012,3.5,Diesel,Automatic,79661,Sedan,4861,E 350
5980,TOYOTA,2013,2.5,Petrol,Automatic,191813,Sedan,3920,Camry
5981,HYUNDAI,2012,2.0,Diesel,Automatic,104677,Jeep,20814,Tucson
5982,MITSUBISHI,2013,2.0,Petrol,Automatic,64071,Jeep,2979,Outlander
5983,HYUNDAI,2016,2.0,Petrol,Automatic,26719,Sedan,47989,Sonata
5984,TOYOTA,2016,2.4,Hybrid,Manual,62758,Sedan,37006,Camry
5985,VOLKSWAGEN,2001,2.0,Petrol,Automatic,180711,Sedan,6115,Jetta 2.0
5986,HYUNDAI,2018,2.0,Petrol,Automatic,29329,Sedan,3293,Elantra
5987,TOYOTA,2005,2.7,Petrol,Automatic,103769,Jeep,36065,Land Cruiser Prado
5988,TOYOTA,2010,3.3,Hybrid,Automatic,186639,Jeep,14269,Highlander
5989,TOYOTA,2015,1.8,Hybrid,Automatic,83911,Hatchback,3920,Prius
5990,TOYOTA,2013,2.5,Petrol,Tiptronic,69116,Sedan,21012,Camry
5991,NISSAN,2015,1.6,Petrol,Tiptronic,31230,Jeep,16308,Juke
5992,LEXUS,2015,3.5,Hybrid,Automatic,89241,Jeep,13956,RX 450
5993,SUBARU,2011,2.5,Petrol,Automatic,75807,Jeep,16308,Forester
5994,HYUNDAI,2014,2.0,LPG,Automatic,208645,Sedan,10036,Sonata
5995,HYUNDAI,2014,2.4,Petrol,Tiptronic,41267,Jeep,31361,Tucson
5996,TOYOTA,2012,1.8,Hybrid,Variator,137199,Hatchback,16621,Prius
5997,MERCEDES-BENZ,2013,3.5,Diesel,Automatic,66984,Sedan,5802,E 350
5998,GAZ,1996,2.8,Petrol,Manual,134124,Jeep,7840,322173
5999,TOYOTA,2010,1.8,LPG,Automatic,105633,Minivan,17249,ISIS
6000,TOYOTA,2012,1.5,Hybrid,Automatic,100165,Hatchback,10349,Aqua
6001,HYUNDAI,2010,2.0,Petrol,Automatic,50570,Coupe,15825,Genesis
6002,HYUNDAI,2013,2.0,LPG,Automatic,51148,Sedan,7997,Sonata
6003,MERCEDES-BENZ,2016,3.5,Diesel,Automatic,47973,Sedan,1568,E 350
6004,AUDI,2008,3.2,Petrol,Tiptronic,91446,Sedan,5466,A6
6005,HYUNDAI,2017,2.5,Diesel,Automatic,114450,Universal,34419,H1
6006,HYUNDAI,2012,2.0,Diesel,Automatic,113090,Jeep,24123,Tucson
6007,AUDI,1997,2.6,Petrol,Automatic,69041,Sedan,3763,A6
6008,SSANGYONG,2016,1.6,Petrol,Automatic,37349,Jeep,39201,Actyon
6009,MERCEDES-BENZ,2012,4.6,Diesel,Automatic,112256,Jeep,1725,ML 350
6010,HYUNDAI,2014,1.8,Petrol,Automatic,128989,Sedan,1411,Elantra
6011,HYUNDAI,2013,1.8,Petrol,Automatic,114875,Sedan,15681,Elantra
6012,HYUNDAI,2015,1.6,Petrol,Automatic,29554,Sedan,27504,Elantra
6013,HYUNDAI,2011,2.0,Diesel,Automatic,118682,Jeep,17117,Tucson
6014,FORD,2013,2.0,Plug-in Hybrid,Automatic,65244,Hatchback,20071,C-MAX
6015,SSANGYONG,2016,1.6,Petrol,Automatic,14527,Jeep,42102,Actyon
6016,LEXUS,2008,3.5,Hybrid,Automatic,152069,Jeep,7997,RX 400
6017,HYUNDAI,2010,2.5,Diesel,Automatic,138432,Universal,18500,H1
6018,HYUNDAI,2012,2.5,Diesel,Automatic,32684,Minivan,17719,H1
6019,SKODA,2019,1.6,Petrol,Automatic,3418,Sedan,37633,Octavia
6020,KIA,2013,1.4,Petrol,Automatic,87489,Hatchback,14740,RIO
6021,FORD,2010,2.5,Hybrid,Variator,99419,Jeep,24148,Escape
6022,HYUNDAI,2012,1.8,Petrol,Automatic,123921,Sedan,1646,Elantra
6023,TOYOTA,2010,2.7,Petrol,Manual,118060,Microbus,37633,Hiace
6024,HYUNDAI,2015,3.8,Petrol,Automatic,37743,Sedan,53518,Genesis
6025,BMW,2011,3.0,Petrol,Automatic,89446,Coupe,5645,335
6026,MERCEDES-BENZ,2014,3.5,Diesel,Automatic,90966,Sedan,1882,E 350
6027,LEXUS,2016,1.8,Hybrid,Automatic,44679,Hatchback,9565,CT 200h
6028,LEXUS,2013,4.6,Petrol,Automatic,125921,Jeep,6272,GX 470
6029,MERCEDES-BENZ,2000,4.3,Petrol,Tiptronic,76712,Sedan,7527,S 430
6030,HYUNDAI,2017,2.0,LPG,Automatic,129430,Sedan,19914,Sonata
6031,CHEVROLET,2014,3.6,Petrol,Automatic,89392,Sedan,2744,Impala
6032,LAND ROVER,2005,4.2,Petrol,Tiptronic,156585,Jeep,17876,Discovery LR3
6033,OPEL,2008,1.2,Petrol,Manual,83885,Hatchback,10349,Corsa
6034,MAZDA,2004,2.3,Petrol,Automatic,135579,Sedan,4704,Atenza
6035,MITSUBISHI,2011,2.0,Petrol,Tiptronic,64001,Jeep,20385,Outlander
6036,TOYOTA,2012,2.5,Hybrid,Automatic,97256,Sedan,3607,Camry
6037,MERCEDES-BENZ,2013,1.5,Diesel,Manual,165906,Goods wagon,17249,Citan
6038,FORD,2015,2.0,Petrol,Automatic,75780,Jeep,54458,Explorer
6039,VOLKSWAGEN,2014,2.0,Petrol,Manual,112468,Hatchback,29793,Golf
6040,MITSUBISHI,2006,1.5,Petrol,Variator,36661,Hatchback,9095,ColtPlus Plus
6041,CHRYSLER,2012,2.4,Petrol,Automatic,115464,Sedan,2274,200
6042,SSANGYONG,2011,2.0,Diesel,Automatic,70836,Jeep,18240,Actyon
6043,VOLKSWAGEN,2018,2.0,Petrol,Tiptronic,42750,Sedan,36065,Passat RLAINI
6044,OPEL,1996,2.0,CNG,Manual,110465,Sedan,2500,Omega B
6045,HONDA,2014,1.8,Petrol,Automatic,49710,Sedan,39559,Civic
6046,CHEVROLET,2014,3.6,Petrol,Automatic,60339,Jeep,3293,Equinox
6047,HYUNDAI,2016,1.7,Diesel,Automatic,61651,Jeep,34980,Tucson
6048,CHEVROLET,2016,1.4,Petrol,Automatic,62634,Sedan,18189,Cruze
6049,MITSUBISHI,2003,0.7,Petrol,Automatic,93206,Jeep,7370,Pajero
6050,SUZUKI,2011,0.7,Petrol,Variator,79535,Hatchback,6272,Alto Lapin
6051,HYUNDAI,2012,1.8,Petrol,Automatic,80778,Sedan,17249,Elantra
6052,HYUNDAI,2016,2.0,Diesel,Automatic,90943,Jeep,36401,Santa FE
6053,FORD,2008,2.3,Hybrid,Variator,90720,Jeep,15681,Escape
6054,MERCEDES-BENZ,2012,3.5,Petrol,Automatic,80778,Sedan,14113,E 350
6055,KIA,2012,2.0,Diesel,Automatic,60894,Jeep,15367,Sportage
6056,TOYOTA,2002,1.5,Petrol,Automatic,72700,Hatchback,8781,Ist
6057,HYUNDAI,2012,1.6,Petrol,Automatic,102709,Sedan,16308,Elantra
6058,MITSUBISHI,2014,2.0,Petrol,Automatic,50952,Jeep,21639,Outlander სპორტ
6059,HYUNDAI,2014,2.0,Diesel,Automatic,5457,Jeep,27541,Santa FE
6060,FORD,2012,2.0,Hybrid,Automatic,89477,Hatchback,8938,C-MAX
6061,SUBARU,2000,2.0,Petrol,Tiptronic,125517,Universal,6272,Forester
6062,TOYOTA,2003,2.0,CNG,Automatic,95874,Minivan,7213,VOXY
6063,TOYOTA,2008,1.5,Hybrid,Automatic,113711,Hatchback,11917,Prius
6064,HYUNDAI,2015,2.0,LPG,Automatic,48105,Sedan,10349,Sonata
6065,HONDA,2000,2.0,Petrol,Manual,105633,Jeep,8000,Cr-v
6066,HYUNDAI,2010,2.0,Petrol,Automatic,64784,Sedan,14542,Sonata
6067,FORD,2013,2.0,Petrol,Automatic,90099,Sedan,13485,Focus
6068,CHEVROLET,2016,3.6,Petrol,Automatic,21145,Sedan,56431,Impala
6069,CHEVROLET,2014,1.4,Hybrid,Automatic,69670,Hatchback,6586,Volt
6070,TOYOTA,2015,1.8,Hybrid,Automatic,123031,Hatchback,8781,Prius
6071,HYUNDAI,2010,2.0,Diesel,Automatic,61337,Jeep,23207,Tucson
6072,MINI,2016,1.6,Petrol,Automatic,16156,Hatchback,21326,Countryman S turbo
6073,CHEVROLET,2016,2.0,Diesel,Automatic,44069,Jeep,44865,Captiva
6074,HYUNDAI,2016,1.6,LPG,Automatic,18557,Sedan,18503,Elantra
6075,KIA,2012,2.4,Petrol,Tiptronic,85749,Sedan,16621,Optima
6076,TOYOTA,2012,1.5,Hybrid,Variator,67108,Hatchback,18817,Prius C
6077,TOYOTA,2013,4.0,Petrol,Tiptronic,69594,Jeep,61154,4Runner LIMITED
6078,BMW,2014,2.0,Diesel,Automatic,48587,Sedan,1568,328
6079,TOYOTA,2012,1.5,Hybrid,Automatic,67406,Sedan,17092,Prius C
6080,HYUNDAI,2016,2.5,Diesel,Automatic,124023,Universal,26306,H1
6081,KIA,2011,2.0,Petrol,Automatic,31954,Sedan,11133,Optima
6082,HYUNDAI,2016,2.2,Diesel,Automatic,70414,Jeep,52696,Santa FE
6083,TOYOTA,2011,1.8,Hybrid,Automatic,174978,Sedan,13485,Prius
6084,MERCEDES-BENZ,2014,1.8,Petrol,Automatic,93206,Sedan,31361,C 250
6085,HYUNDAI,2015,2.0,Petrol,Automatic,45568,Hatchback,17249,Elantra GT
6086,TOYOTA,2013,1.8,Hybrid,Variator,40792,Hatchback,25089,Prius V HYBRID
6087,TOYOTA,2016,2.5,Hybrid,Automatic,22409,Jeep,60840,RAV 4 LIMITED
6088,BMW,2011,3.0,Diesel,Automatic,206446,Jeep,10349,X5
6089,NISSAN,2012,1.6,Petrol,Tiptronic,121292,Jeep,18189,Juke
6090,HYUNDAI,2011,2.0,Petrol,Automatic,104586,Coupe,18500,Genesis
6091,NISSAN,2011,1.6,Petrol,Tiptronic,55987,Jeep,16935,Juke
6092,MERCEDES-BENZ,2011,3.5,Diesel,Automatic,74179,Sedan,16621,E 350
6093,CHEVROLET,2017,1.8,Hybrid,Automatic,24350,Sedan,23364,Malibu Hybrid
6094,TOYOTA,2010,1.8,Petrol,Variator,102526,Sedan,14740,Prius
6095,MERCEDES-BENZ,2001,2.3,Petrol,Manual,147070,Coupe,6272,CLK 230
6096,BMW,2011,3.0,Diesel,Automatic,88939,Jeep,4391,X5
6097,AUDI,2013,2.0,Petrol,Tiptronic,48715,Coupe,31047,A5
6098,HYUNDAI,2010,2.0,Diesel,Automatic,110429,Jeep,23408,Santa FE
6099,TOYOTA,2006,1.5,Hybrid,Variator,124175,Hatchback,11290,Prius
6100,NISSAN,2013,1.2,Petrol,Automatic,36040,Hatchback,8000,Note
6101,HONDA,2005,1.3,Petrol,Variator,142915,Sedan,7840,FIT
6102,HONDA,2002,2.0,CNG,Automatic,93206,Jeep,12231,Cr-v
6103,HYUNDAI,2014,2.0,Diesel,Automatic,110308,Jeep,42171,Santa FE
6104,KIA,2016,3.0,Petrol,Automatic,17282,Sedan,34340,Cadenza
6105,TOYOTA,2018,2.5,Petrol,Automatic,34904,Sedan,13956,Camry
6106,TOYOTA,2013,1.8,Hybrid,Tiptronic,84506,Sedan,18817,Prius
6107,HYUNDAI,2016,2.0,LPG,Automatic,169493,Sedan,15681,Sonata
6108,TOYOTA,2010,1.8,Petrol,Automatic,101905,Hatchback,16621,Prius
6109,HYUNDAI,2015,2.0,LPG,Automatic,90561,Sedan,15060,Sonata
6110,MERCEDES-BENZ,2013,1.8,Petrol,Tiptronic,29826,Sedan,17500,C 180
6111,LEXUS,2014,4.6,Petrol,Automatic,90856,Jeep,17562,GX 470
6112,HYUNDAI,2016,2.0,Diesel,Automatic,72557,Jeep,50529,Santa FE
6113,MERCEDES-BENZ,2017,3.5,Petrol,Automatic,36867,Jeep,4704,GLE 350
6114,HYUNDAI,2016,1.7,Diesel,Automatic,35002,Jeep,44545,Tucson
6115,MERCEDES-BENZ,2014,2.0,Petrol,Automatic,40389,Sedan,39201,CLA 250
6116,HYUNDAI,2016,2.5,Diesel,Automatic,69713,Minivan,36068,H1
6117,OPEL,2003,2.2,Petrol,Manual,140430,Hatchback,10036,Vectra c
6118,TOYOTA,2013,2.5,Hybrid,Tiptronic,77671,Sedan,32929,Avalon
6119,MERCEDES-BENZ,1998,1.8,Petrol,Manual,14292,Sedan,5000,B 220
6120,KIA,2012,2.0,Petrol,Automatic,40708,Sedan,11541,Optima
6121,TOYOTA,2010,1.8,Hybrid,Tiptronic,621,Hatchback,16308,Prius
6122,HYUNDAI,2018,2.0,Petrol,Automatic,13125,Sedan,64171,Sonata
6123,LEXUS,2015,3.5,Hybrid,Automatic,89241,Jeep,13956,RX 450
6124,TOYOTA,2010,1.8,Petrol,Automatic,137713,Sedan,3293,Corolla
6125,OPEL,2009,1.7,Diesel,Manual,105012,Goods wagon,9408,Astra
6126,HYUNDAI,2012,2.0,Diesel,Automatic,87344,Jeep,24283,Tucson
6127,TOYOTA,2012,3.5,Petrol,Tiptronic,58409,Sedan,24148,Camry SE
6128,TOYOTA,2017,2.0,Petrol,Tiptronic,24482,Jeep,45160,CHR
6129,HYUNDAI,2016,2.5,Diesel,Automatic,85211,Minivan,38229,H1
6130,KIA,2014,2.0,Petrol,Automatic,22392,Sedan,16621,Optima
6131,MERCEDES-BENZ,2014,3.5,Petrol,Tiptronic,50107,Sedan,46414,E 350
6132,CHEVROLET,2013,1.4,Plug-in Hybrid,Automatic,89477,Hatchback,22894,Volt
6133,MERCEDES-BENZ,2010,3.5,Petrol,Automatic,127983,Sedan,1646,E 350
6134,TOYOTA,2014,1.5,Hybrid,Automatic,9942,Sedan,13172,Aqua
6135,MERCEDES-BENZ,2000,3.2,CNG,Tiptronic,164663,Sedan,11917,E 320 4matic
6136,MITSUBISHI,2016,2.0,Petrol,Tiptronic,40389,Jeep,25716,Outlander
6137,HYUNDAI,2011,3.0,LPG,Automatic,48180,Sedan,7056,Grandeur
6138,TOYOTA,2012,1.5,Hybrid,Variator,92584,Hatchback,14740,Aqua
6139,LEXUS,2002,3.5,CNG,Automatic,118060,Sedan,6115,GS 300
6140,TOYOTA,2013,1.8,Hybrid,Automatic,44117,Sedan,19130,Prius
6141,BMW,2014,3.0,Diesel,Automatic,87852,Jeep,25716,X5
6142,BMW,2011,2.0,Petrol,Tiptronic,6835,Sedan,29793,528
6143,HYUNDAI,2013,2.4,Hybrid,Automatic,134345,Sedan,1176,Sonata
6144,HYUNDAI,2013,2.0,Diesel,Automatic,91634,Jeep,41701,Santa FE
6145,BMW,2015,4.4,Petrol,Automatic,57298,Coupe,30734,650
6146,HYUNDAI,2015,2.0,LPG,Automatic,195435,Sedan,15053,Sonata
6147,LEXUS,2013,1.8,Hybrid,Tiptronic,71458,Hatchback,17876,CT 200h
6148,VAZ,2007,1.7,Petrol,Manual,6835,Jeep,7840,2121 (Niva)
6149,TOYOTA,2008,2.4,Hybrid,Tiptronic,137323,Sedan,15994,Camry sel
6150,HYUNDAI,2014,1.6,Petrol,Automatic,111638,Sedan,18500,Elantra
6151,BMW,2004,2.2,Petrol,Manual,8513,Sedan,8500,320
6152,LEXUS,2010,4.6,Petrol,Automatic,96823,Jeep,39201,GX 460
6153,MERCEDES-BENZ,2003,3.2,Petrol,Tiptronic,152236,Coupe,8781,CLK 320
6154,HYUNDAI,2010,2.0,Petrol,Automatic,82886,Sedan,16508,Sonata
6155,HYUNDAI,2018,2.0,Petrol,Automatic,22558,Sedan,57698,Sonata
6156,HYUNDAI,2014,1.8,Petrol,Tiptronic,74565,Sedan,15681,Elantra 2014
6157,SSANGYONG,2013,2.0,Diesel,Automatic,25469,Jeep,34387,REXTON
6158,KIA,2007,2.0,Diesel,Automatic,33963,Jeep,4701,Sportage
6159,NISSAN,2005,1.5,LPG,Variator,77671,Hatchback,10036,Tiida
6160,MERCEDES-BENZ,2005,2.2,Diesel,Manual,145062,Sedan,6899,C 230
6161,SSANGYONG,2011,2.0,Diesel,Automatic,73135,Jeep,24709,Korando
6162,TOYOTA,2012,2.5,Hybrid,Automatic,99033,Sedan,3136,Camry
6163,SSANGYONG,2010,2.0,Diesel,Automatic,39536,Jeep,21181,Actyon
6164,NISSAN,2007,1.5,Petrol,Variator,82642,Sedan,8467,Tiida
6165,TOYOTA,2010,1.8,Hybrid,Automatic,123031,Hatchback,12231,Prius
6166,HYUNDAI,2016,2.0,Diesel,Automatic,80153,Jeep,39559,Santa FE
6167,BMW,2018,2.0,Petrol,Automatic,42332,Jeep,28852,X1
6168,SUBARU,2004,2.5,LPG,Automatic,146146,Jeep,7527,Forester
6169,BMW,2005,3.0,CNG,Tiptronic,109361,Coupe,10976,330
6170,HYUNDAI,2011,1.6,Petrol,Automatic,77710,Sedan,20266,Elantra
6171,AUDI,2006,2.0,Petrol,Manual,159071,Sedan,15681,A4
6172,HYUNDAI,2016,1.8,Petrol,Tiptronic,82021,Sedan,17876,Elantra
6173,NISSAN,2014,1.2,Petrol,Variator,37904,Hatchback,8000,Note
6174,VOLKSWAGEN,2016,1.8,Petrol,Automatic,23612,Sedan,24775,Passat
6175,AUDI,2017,3.0,Petrol,Automatic,27739,Sedan,13328,Q7
6176,TOYOTA,2015,2.5,Petrol,Tiptronic,31069,Sedan,32302,Camry
6177,HYUNDAI,2016,2.5,Diesel,Automatic,74565,Minivan,36567,H1
6178,TOYOTA,2013,1.5,Petrol,Automatic,53688,Hatchback,16960,Aqua
6179,TOYOTA,2015,1.8,Hybrid,Automatic,65117,Jeep,2038,Prius
6180,HONDA,2011,1.3,Hybrid,Variator,121186,Hatchback,7213,Insight
6181,HYUNDAI,2011,2.0,Diesel,Automatic,32466,Jeep,15524,Tucson
6182,MERCEDES-BENZ,1998,3.2,CNG,Automatic,69041,Coupe,7840,CLK 320
6183,LEXUS,2011,2.5,Hybrid,Automatic,53438,Sedan,25089,HS 250h
6184,MERCEDES-BENZ,2005,2.2,Diesel,Tiptronic,152236,Sedan,14113,Vito
6185,MITSUBISHI,2012,2.0,Petrol,Automatic,994,Jeep,20900,Outlander
6186,OPEL,2000,1.7,Diesel,Manual,155343,Goods wagon,6272,Combo
6187,SSANGYONG,2015,2.0,Diesel,Automatic,32808,Jeep,51815,REXTON
6188,CHEVROLET,2014,1.4,Petrol,Tiptronic,44490,Sedan,13600,Cruze
